,Price,Local,Surface,Bathroom,Floor
2496,€ 298.000,3 ,95,1 ,3
2497,€ 305.200,2 ,77,1 ,1
2498,€ 250.000,3 ,90,1 ,3
2499,€ 335.000,5 ,177,2 ,4
2500,€ 219.000,4 ,70,1 ,3
2501,€ 530.000,5+ ,143,2 ,Piano terra
2502,€ 850.000,3 ,145,2 ,3
2503,€ 348.000,4 ,130,2 ,2
2504,€ 289.000,5+ ,180,2 ,Ultimo
2505,€ 119.000,2 ,53,2 ,Piano terra
2506,€ 199.000,4 ,95,2 ,Piano terra
2507,€ 550.000,5+ ,178,2 ,2
2508,€ 239.000,3 ,93,1 ,Piano terra
2509,€ 310.000,2 ,70,1 ,5
2510,€ 265.000,3 ,95,1 ,2
2511,€ 610.000,3 ,110,2 ,5
2512,€ 370.000,3 ,80,2 ,3
2513,€ 350.000,3 ,90,1 ,4
2514,€ 740.000,5+ ,212,3 ,Ultimo
2515,€ 569.000,3 ,115,2 ,Ultimo
2516,€ 340.000,3 ,100,2 ,1
2518,€ 230.000,3 ,82,2 ,Piano terra
2519,€ 186.000,3 ,84,2 ,2
2520,€ 940.000,5+ ,270,3+ ,4
2522,€ 750.000,5+ ,200,2 ,4
2523,€ 155.000,3 ,90,2 ,Ultimo
2525,€ 88.000,2 ,41,1 ,3
2526,€ 159.000,3 ,78,1 ,Piano terra
2527,€ 185.000,1 ,50,1 ,6
2528,€ 160.000,3 ,70,1 ,2
2529,€ 500.000,5 ,125,2 ,4
2530,€ 420.000,2 ,95,2 ,2
2531,€ 3.850.000,5+ ,400,3+ ,4
2532,€ 139.000,3 ,60,1 ,2
2533,€ 165.000,3 ,70,1 ,Piano terra
2534,€ 434.000,3 ,117,2 ,1
2535,€ 265.000,2 ,55,1 ,8
2536,€ 560.000,4 ,230,2 ,2
2537,€ 369.000,3 ,80,1 ,Ultimo
2539,€ 630.000,5 ,200,2 ,4
2540,€ 665.000,4 ,135,2 ,2
2541,€ 520.000,5 ,148,2 ,3
2542,€ 2.090.000,5+ ,300,3+ ,Ultimo
2544,€ 415.000,5 ,135,3 ,Piano terra
2545,€ 270.000,2 ,60,1 ,3
2546,€ 389.000,3 ,100,2 ,2
2547,€ 189.000,2 ,71,1 ,4
2548,€ 450.000,3 ,98,1 ,Ultimo
2549,€ 489.000,4 ,110,2 ,6
2551,€ 1.100.000,5+ ,240,2 ,1
2552,€ 535.000,4 ,130,2 ,Piano terra
2553,€ 395.000,4 ,100,2 ,Ultimo
2554,€ 410.000,5+ ,185,2 ,2
2555,€ 84.000,2 ,68,1 ,2
2556,€ 1.000.000,5+ ,252,3 ,3
2557,€ 289.000,4 ,120,1 ,Ultimo
2558,€ 643.000,5+ ,165,3 ,Piano terra
2559,€ 350.000,2 ,65,1 ,5
2560,€ 159.000,2 ,66,1 ,1
2561,€ 129.000,2 ,70,1 ,3
2562,€ 295.000,2 ,69,1 ,3
2563,€ 890.000,4 ,115,2 ,1
2564,€ 449.000,3 ,105,2 ,Piano terra
2565,€ 630.000,5 ,141,2 ,3
2566,€ 570.000,4 ,104,1 ,2
2567,€ 890.000,5+ ,155,2 ,2
2568,€ 235.000,3 ,90,1 ,2
2569,€ 1.299.000,5+ ,188,3 ,1
2570,€ 175.000,1 ,40,1 ,Seminterrato
2571,€ 165.000,3 ,65,1 ,2
2573,€ 590.000,4 ,110,2 ,Ultimo
2574,€ 295.000,3 ,60,1 ,Piano terra
2575,€ 415.000,4 ,115,1 ,4
2576,€ 389.000,3 ,97,1 ,Piano terra
2577,€ 620.000,3 ,120,2 ,Ultimo
2578,€ 240.000,2 ,62,1 ,Ultimo
2579,€ 99.000,2 ,25,1 ,Piano terra
2580,€ 79.000,1 ,30,1 ,1
2581,€ 320.000,2 ,44,1 ,7
2584,€ 1.300.000,5+ ,290,3 ,4
2585,€ 350.000,2 ,40,1 ,4
2586,€ 970.000,5+ ,180,3 ,4
2587,€ 475.000,2 ,79,2 ,Piano rialzato
2588,€ 249.000,3 ,70,1 ,2
2590,€ 270.000,3 ,90,1 ,5
2591,€ 240.000,4 ,88,1 ,4
2593,€ 135.000,2 ,45,1 ,2
2594,€ 395.000,4 ,105,1 ,3
2595,€ 319.000,3 ,110,2 ,6
2596,€ 619.000,4 ,156,3 ,4
2597,€ 200.000,3 ,70,1 ,Piano rialzato
2598,€ 199.000,3 ,75,1 ,1
2599,€ 710.000,4 ,150,2 ,1
2600,€ 329.000,3 ,87,2 ,2
2601,€ 319.000,3 ,92,1 ,6
2602,€ 159.000,5 ,140,2 ,Ultimo
2603,€ 420.000,4 ,140,1 ,Seminterrato
2604,€ 650.000,5+ ,170,2 ,1
2605,€ 220.000,3 ,90,2 ,1
2606,€ 159.000,2 ,51,1 ,4
2607,€ 650.000,4 ,160,3 ,4
2608,€ 249.000,4 ,125,2 ,2
2609,€ 315.000,3 ,100,1 ,1
2610,€ 195.000,2 ,65,1 ,7
2612,€ 380.000,3 ,97,2 ,1
2613,€ 290.000,3 ,102,1 ,4
2614,€ 190.000,3 ,130,2 ,2
2616,€ 265.000,3 ,111,1 ,2
2617,€ 389.000,4 ,125,2 ,1
2618,€ 539.000,5+ ,140,2 ,Piano rialzato
2619,€ 179.000,3 ,80,1 ,1
2620,€ 140.000,2 ,74,1 ,4
2621,€ 399.000,5 ,120,1 ,Ultimo
2622,€ 185.000,2 ,53,1 ,3
2623,€ 590.000,3 ,105,2 ,2
2624,€ 315.000,4 ,129,2 ,2
2625,€ 129.000,2 ,35,1 ,3
2626,€ 380.000,3 ,95,2 ,3
2627,€ 361.000,3 ,68,2 ,3
2628,€ 199.000,2 ,84,1 ,1
2629,€ 249.000,4 ,75,2 ,Ultimo
2630,€ 465.000,4 ,120,2 ,1
2631,€ 2.900.000,5+ ,340,3+ ,Ultimo
2632,€ 235.000,3 ,90,1 ,2
2633,€ 430.000,3 ,85,1 ,4
2634,€ 159.000,2 ,54,1 ,Piano terra
2635,€ 270.000,3 ,53,1 ,1
2636,€ 165.000,2 ,79,1 ,7
2637,€ 420.000,4 ,153,2 ,4
2638,€ 425.000,2 ,60,2 ,Ultimo
2639,€ 198.000,2 ,71,1 ,Piano rialzato
2640,€ 1.100.000,5 ,133,2 ,3
2641,€ 248.000,2 ,50,1 ,Piano terra
2642,€ 550.000,4 ,170,2 ,Piano rialzato
2645,€ 295.000,5 ,120,2 ,Piano rialzato
2647,€ 1.280.000,4 ,140,2 ,5
2648,€ 440.000,3 ,101,1 ,4
2649,€ 580.000,3 ,120,2 ,Piano terra
2650,€ 420.000,5+ ,145,2 ,1
2651,€ 199.000,3 ,100,1 ,Piano terra
2653,€ 450.000,3 ,90,1 ,Piano terra
2654,€ 460.000,5 ,130,2 ,Piano terra
2655,€ 380.000,3 ,85,1 ,1
2656,€ 199.000,3 ,100,1 ,3
2657,€ 639.000,5 ,166,2 ,Piano terra
2658,€ 460.000,5 ,140,2 ,3
2659,€ 365.000,3 ,115,1 ,Piano terra
2661,€ 145.000,2 ,58,1 ,2
2662,€ 129.000,3 ,65,1 ,2
2663,€ 235.000,3 ,90,1 ,3
2664,€ 310.000,3 ,83,2 ,1
2665,€ 699.000,5 ,217,2 ,Piano terra
2666,€ 129.000,3 ,80,1 ,Piano rialzato
2667,€ 159.000,3 ,90,1 ,Seminterrato
2668,€ 210.000,3 ,100,2 ,5
2670,€ 315.000,3 ,110,1 ,1
2672,€ 159.000,1 ,48,1 ,3
2673,€ 430.000,4 ,143,2 ,2
2674,€ 540.000,5 ,149,3 ,3
2675,€ 450.000,3 ,102,1 ,2
2676,€ 265.000,2 ,60,1 ,2
2677,€ 320.000,3 ,140,2 ,3
2678,€ 144.000,2 ,60,1 ,Piano rialzato
2679,€ 298.000,2 ,92,1 ,4
2681,€ 249.000,3 ,123,1 ,2
2683,€ 179.000,3 ,82,1 ,1
2684,€ 530.000,5 ,120,2 ,4
2686,€ 368.000,3 ,96,2 ,Piano terra
2687,€ 219.000,2 ,75,1 ,Ultimo
2688,€ 205.000,2 ,51,1 ,5
2689,€ 169.000,4 ,100,1 ,2
2690,€ 420.000,3 ,82,1 ,3
2691,€ 220.000,3 ,60,1 ,Piano terra
2692,€ 189.000,1 ,45,1 ,4
2693,€ 290.000,3 ,91,1 ,Ultimo
2694,€ 245.000,3 ,88,1 ,3
2695,€ 129.000,2 ,60,1 ,Piano terra
2696,€ 172.700,4 ,105,2 ,1
2699,€ 255.000,3 ,100,1 ,1
2700,€ 1.250.000,5 ,197,2 ,3
2701,€ 530.000,5 ,124,2 ,5
2702,€ 450.000,4 ,120,2 ,4
2703,€ 139.000,1 ,39,1 ,3
2704,€ 2.500.000,5+ ,370,3+ ,3
2705,€ 640.000,4 ,140,2 ,3
2706,€ 1.600.000,5 ,300,3 ,2
2707,€ 665.000,5+ ,232,3 ,2
2708,€ 189.000,2 ,58,1 ,3
2709,€ 220.000,2 ,80,1 ,Piano terra
2712,€ 590.000,3 ,110,1 ,2
2713,€ 890.000,5+ ,250,3+ ,Ultimo
2714,€ 265.000,3 ,97,1 ,5
2715,€ 310.000,4 ,90,1 ,3
2716,€ 145.000,1 ,39,1 ,4
2717,€ 1.380.000,5+ ,250,3 ,3
2718,€ 1.250.000,5+ ,354,3+ ,2
2719,€ 690.000,5 ,143,2 ,2
2720,€ 549.000,4 ,120,2 ,Piano terra
2721,€ 210.000,3 ,54,1 ,Piano terra
2722,€ 280.000,3 ,95,1 ,Piano terra
2723,€ 319.000,5+ ,211,2 ,Ultimo
2724,PREZZO SU RICHIESTA,5+ ,705,3+ ,3
2725,€ 245.000,3 ,100,1 ,4
2726,€ 437.000,3 ,108,1 ,Ultimo
2727,€ 149.000,2 ,65,1 ,1
2728,€ 485.000,4 ,143,1 ,3
2729,€ 435.000,5 ,160,3 ,Piano rialzato
2730,€ 250.000,2 ,72,1 ,1
2731,€ 535.000,4 ,143,2 ,3
2732,€ 634.000,5+ ,242,3 ,Piano terra
2733,€ 315.000,3 ,90,2 ,Ultimo
2734,€ 330.000,3 ,100,1 ,Piano rialzato
2735,€ 235.000,5 ,91,1 ,1
2736,€ 420.000,1 ,55,1 ,Ultimo
2737,€ 535.000,4 ,140,1 ,1
2738,€ 189.000,3 ,97,2 ,1
2739,€ 199.000,3 ,80,1 ,Piano rialzato
2741,€ 1.480.000,5 ,196,3+ ,2
2742,€ 370.000,3 ,70,1 ,1
2743,€ 399.000,5+ ,180,2 ,3
2744,€ 225.000,3 ,95,2 ,1
2745,€ 380.000,4 ,130,2 ,6
2746,€ 255.000,2 ,70,1 ,8
2747,€ 465.000,5 ,120,3 ,Ultimo
2748,€ 1.100.000,5 ,150,2 ,3
2749,€ 500.000,4 ,100,2 ,1
2750,€ 230.000,2 ,60,1 ,1
2751,€ 55.000,1 ,26,1 ,3
2752,€ 149.000,2 ,46,1 ,Ultimo
2753,€ 139.000,2 ,45,1 ,2
2754,€ 279.000,2 ,75,1 ,2
2755,€ 469.000,4 ,140,2 ,7
2757,€ 190.000,2 ,61,1 ,4
2758,€ 535.000,5+ ,154,2 ,1
2760,€ 120.000,2 ,57,1 ,1
2761,€ 340.000,2 ,63,1 ,5
2762,€ 620.000,4 ,106,1 ,3
2763,€ 189.000,4 ,65,1 ,Piano terra
2765,€ 420.000,4 ,133,2 ,4
2766,€ 240.000,2 ,51,1 ,2
2767,€ 1.250.000,4 ,235,3 ,4
2768,€ 444.000,3 ,108,2 ,1
2771,€ 245.000,2 ,54,1 ,1
2772,PREZZO SU RICHIESTA,2 ,92,2 ,Ultimo
2773,€ 189.000,3 ,91,2 ,1
2774,€ 185.000,2 ,70,1 ,6
2775,€ 725.000,5+ ,230,3 ,Ultimo
2776,€ 99.000,2 ,50,1 ,Piano terra
2777,€ 425.000,3 ,123,2 ,5
2778,€ 795.000,5+ ,173,2 ,Piano rialzato
2779,€ 420.000,3 ,95,2 ,6
2780,€ 260.000,2 ,56,1 ,2
2781,€ 590.000,2 ,92,1 ,2
2782,€ 319.000,2 ,78,1 ,Ultimo
2783,€ 369.000,3 ,120,1 ,1
2784,€ 445.000,3 ,113,1 ,Piano terra
2785,€ 379.000,2 ,75,1 ,4
2786,€ 660.000,5 ,150,2 ,4
2787,€ 650.000,5 ,160,3 ,Ultimo
2788,€ 550.000,5 ,145,2 ,2
2789,€ 565.000,3 ,105,1 ,4
2791,€ 395.000,4 ,135,2 ,3
2792,€ 149.000,2 ,74,1 ,7
2794,€ 270.000,2 ,83,1 ,Piano terra
2795,€ 695.000,5 ,170,3 ,1
2796,€ 475.000,3 ,85,2 ,1
2797,€ 1.050.000,5+ ,267,3 ,Piano terra
2798,€ 199.000,3 ,115,2 ,Piano terra
2799,€ 620.000,4 ,160,3 ,1
2801,€ 222.000,2 ,59,1 ,2
2802,€ 635.000,5 ,183,2 ,1
2803,€ 220.000,2 ,42,1 ,1
2804,€ 245.000,3 ,90,1 ,Piano terra
2805,€ 154.000,3 ,73,1 ,1
2806,€ 160.600,3 ,78,1 ,1
2807,€ 342.000,3 ,83,1 ,4
2808,€ 230.000,2 ,80,1 ,Ultimo
2809,€ 210.000,2 ,51,1 ,Piano terra
2810,€ 165.000,2 ,51,1 ,Piano terra
2811,€ 329.000,3 ,79,1 ,Piano terra
2812,€ 315.000,3 ,106,2 ,1
2813,€ 154.200,3 ,97,1 ,1
2814,€ 143.000,2 ,53,1 ,1
2816,€ 188.000,2 ,53,1 ,4
2817,€ 292.000,4 ,99,1 ,4
2818,€ 159.000,3 ,78,1 ,2
2819,€ 410.000,4 ,120,2 ,Seminterrato
2820,€ 439.000,4 ,120,3 ,Piano terra
2821,€ 230.000,3 ,72,1 ,Piano terra
2822,€ 348.000,3 ,71,1 ,2
2823,€ 118.000,2 ,66,1 ,3
2824,€ 340.000,3 ,96,1 ,2
2825,€ 186.000,3 ,104,2 ,3
2826,€ 212.000,2 ,69,1 ,1
2827,€ 394.000,3 ,132,2 ,Piano terra
2828,€ 129.000,1 ,42,1 ,6
2829,€ 210.000,4 ,109,2 ,1
2830,€ 339.000,5+ ,170,3 ,Ultimo
2831,€ 130.000,2 ,58,1 ,1
2832,€ 199.000,3 ,83,1 ,1
2833,€ 234.000,3 ,71,1 ,1
2834,€ 299.500,3 ,82,2 ,Piano terra
2835,€ 169.000,3 ,103,1 ,1
2836,€ 770.000,5 ,170,2 ,2
2837,€ 129.000,2 ,67,1 ,1
2838,€ 190.000,2 ,60,1 ,Piano terra
2839,€ 399.000,4 ,130,2 ,1
2840,€ 1.150.000,5+ ,270,3 ,2
2841,€ 169.000,2 ,80,1 ,Ultimo
2842,€ 79.000,1 ,25,1 ,Ultimo
2843,€ 175.000,2 ,60,1 ,Seminterrato
2847,€ 510.000,4 ,150,2 ,2
2848,€ 475.000,4 ,130,2 ,4
2850,€ 410.000,4 ,128,2 ,Ultimo
2852,€ 138.000,3 ,102,1 ,1
2854,€ 450.000,4 ,110,1 ,Seminterrato
2855,€ 620.000,5+ ,140,2 ,3
2856,€ 400.000,3 ,100,2 ,7
2857,€ 295.000,3 ,141,2 ,1
2859,€ 127.000,2 ,45,1 ,1
2861,€ 389.000,3 ,100,2 ,2
2862,€ 159.000,2 ,75,1 ,1
2864,€ 287.000,3 ,95,1 ,1
2865,€ 245.000,2 ,70,1 ,Ultimo
2867,€ 135.000,5 ,165,2 ,2
2868,€ 245.000,3 ,80,1 ,2
2869,€ 320.000,2 ,70,1 ,4
2870,€ 290.000,4 ,110,1 ,2
2871,€ 189.000,3 ,100,1 ,2
2872,€ 299.000,2 ,65,1 ,2
2873,€ 465.000,3 ,120,2 ,2
2874,€ 259.000,3 ,85,2 ,Piano terra
2875,€ 795.000,5 ,130,2 ,5
2877,€ 349.000,3 ,130,2 ,2
2878,€ 175.000,3 ,85,2 ,Piano terra
2880,€ 325.000,4 ,82,2 ,Piano terra
2883,€ 890.000,4 ,194,2 ,Ultimo
2884,€ 297.000,3 ,88,1 ,2
2885,€ 295.000,3 ,80,3 ,Piano rialzato
2886,€ 945.000,5 ,140,2 ,2
2887,€ 348.000,3 ,105,2 ,2
2888,€ 335.000,3 ,84,1 ,4
2890,€ 295.000,3 ,90,2 ,1
2892,€ 269.000,3 ,87,1 ,8
2894,€ 980.000,4 ,190,3 ,Piano terra
2895,€ 259.000,3 ,108,2 ,2
2896,€ 385.000,5 ,170,2 ,1
2897,€ 850.000,5+ ,200,3 ,2
2898,€ 310.000,3 ,124,2 ,3
2899,€ 299.000,5 ,320,3+ ,Piano terra
2900,€ 480.000,4 ,151,2 ,Ultimo
2901,€ 680.000,4 ,145,2 ,3
2902,€ 374.000,5 ,140,2 ,5
2903,€ 219.000,3 ,75,1 ,1
2904,€ 515.000,5 ,150,2 ,3
2905,€ 145.000,2 ,50,1 ,Seminterrato
2906,€ 329.000,4 ,117,1 ,2
2907,€ 395.000,4 ,113,2 ,Ultimo
2908,€ 519.000,3 ,140,2 ,Ultimo
2909,€ 739.000,5+ ,163,2 ,4
2910,€ 359.000,3 ,101,2 ,4
2911,€ 289.000,4 ,113,2 ,1
2912,€ 265.000,3 ,85,1 ,Piano terra
2913,€ 318.000,3 ,95,2 ,1
2916,€ 154.000,2 ,60,2 ,1
2918,€ 435.000,4 ,140,2 ,2
2919,€ 195.000,3 ,85,1 ,Piano terra
2920,€ 239.000,3 ,80,1 ,1
2922,€ 285.000,2 ,80,1 ,Ultimo
2923,€ 130.000,2 ,50,1 ,Piano rialzato
2924,€ 439.000,3 ,87,2 ,Ultimo
2925,€ 399.000,5 ,130,3 ,Piano terra
2926,€ 348.000,3 ,89,2 ,1
2927,€ 1.150.000,5+ ,215,2 ,1
2928,€ 279.000,3 ,90,2 ,3
2929,€ 175.000,2 ,56,1 ,1
2930,€ 169.000,2 ,74,1 ,5
2931,€ 165.000,1 ,35,1 ,3
2932,€ 335.000,3 ,80,1 ,Piano rialzato
2933,€ 269.000,3 ,92,2 ,Piano terra
2934,€ 420.000,4 ,102,2 ,2
2935,€ 900.000,5 ,195,3+ ,7
2936,€ 470.000,5+ ,175,2 ,1
2938,€ 159.000,2 ,50,1 ,1
2939,€ 810.000,5+ ,215,3 ,>10
2940,€ 305.000,3 ,100,1 ,1
2941,€ 150.000,2 ,50,1 ,1
2943,€ 465.000,5+ ,175,2 ,1
2944,€ 199.000,4 ,140,2 ,3
2945,€ 239.000,4 ,85,2 ,1
2946,€ 1.090.000,5+ ,235,2 ,2
2947,€ 467.400,4 ,118,2 ,3
2948,€ 135.000,2 ,40,1 ,Piano terra
2949,€ 168.000,3 ,88,2 ,5
2950,€ 179.000,2 ,65,1 ,2
2951,€ 319.000,3 ,90,1 ,7
2952,€ 489.000,3 ,90,2 ,8
2953,€ 390.000,4 ,112,2 ,Piano terra
2954,€ 315.000,3 ,106,2 ,Ultimo
2955,€ 880.000,5 ,170,2 ,Piano terra
2957,€ 109.000,2 ,60,1 ,Piano terra
2958,€ 185.000,3 ,89,1 ,Piano rialzato
2959,€ 235.000,3 ,105,1 ,5
2960,€ 235.000,2 ,75,1 ,6
2961,€ 269.000,3 ,90,1 ,4
2962,€ 695.000,5 ,145,2 ,4
2963,€ 159.000,2 ,55,1 ,2
2964,€ 420.000,4 ,92,1 ,4
2965,€ 449.000,3 ,129,2 ,1
2966,€ 189.000,4 ,131,2 ,Piano rialzato
2967,€ 190.000,3 ,100,1 ,1
2968,€ 580.000,4 ,135,2 ,6
2969,€ 475.000,3 ,88,2 ,1
2970,€ 870.000,5+ ,130,2 ,3
2971,€ 239.000,3 ,75,1 ,Piano terra
2972,€ 218.000,2 ,65,1 ,1
2973,€ 369.000,4 ,110,3 ,Piano rialzato
2974,€ 320.000,3 ,80,1 ,Ultimo
2975,€ 269.000,3 ,80,1 ,3
2976,€ 290.000,2 ,50,1 ,Piano terra
2977,€ 575.000,3 ,120,1 ,1
2978,€ 980.000,5 ,135,2 ,Ultimo
2979,€ 475.000,3 ,120,2 ,Ultimo
2980,€ 650.000,5+ ,150,3+ ,5
2981,€ 229.000,4 ,95,2 ,3
2982,€ 169.000,3 ,90,1 ,2
2983,€ 790.000,5+ ,170,2 ,3
2984,€ 929.000,5 ,173,2 ,3
2985,€ 340.000,4 ,105,2 ,2
2986,€ 205.000,1 ,30,1 ,Piano rialzato
2987,€ 340.000,3 ,100,1 ,Piano terra
2988,€ 549.000,4 ,145,2 ,2
2989,€ 750.000,4 ,165,2 ,2
2990,€ 299.000,3 ,74,1 ,5
2991,€ 820.000,5+ ,201,3 ,5
2992,€ 460.000,3 ,90,1 ,1
2993,€ 335.000,4 ,125,2 ,Piano terra
2994,€ 250.000,2 ,43,1 ,3
2995,€ 1.890.000,5+ ,420,3+ ,1
2996,€ 420.000,3 ,108,2 ,Piano terra
2997,€ 275.000,2 ,68,1 ,4
2998,€ 359.000,4 ,140,2 ,2
2999,€ 220.000,2 ,65,1 ,2
3000,€ 1.200.000,3 ,162,3 ,3
3001,€ 660.000,4 ,210,2 ,3
3002,€ 595.000,5+ ,169,3 ,1
3003,€ 2.500.000,5+ ,260,2 ,3
3004,€ 2.500.000,5+ ,246,3+ ,5
3005,€ 1.080.000,5+ ,150,3 ,1
3006,€ 340.000,3 ,90,2 ,3
3007,€ 3.700.000,5+ ,260,3+ ,5
3008,€ 1.480.000,5+ ,250,3 ,3
3010,€ 169.000,3 ,75,1 ,2
3011,€ 210.000,3 ,83,1 ,2
3012,€ 248.000,3 ,92,2 ,1
3013,€ 259.000,3 ,70,1 ,5
3014,€ 219.000,2 ,70,1 ,1
3015,€ 220.000,2 ,70,1 ,Piano terra
3016,€ 239.000,2 ,80,1 ,1
3017,€ 249.000,2 ,50,1 ,1
3018,€ 342.000,3 ,9,1 ,Piano terra
3019,€ 155.000,2 ,60,1 ,2
3021,€ 1.950.000,5+ ,263,3 ,4
3022,€ 305.000,2 ,55,1 ,2
3023,€ 479.000,4 ,130,2 ,Ultimo
3024,€ 309.000,4 ,110,1 ,Ultimo
3026,€ 790.000,5+ ,130,3 ,Ultimo
3027,€ 599.000,4 ,109,3 ,7
3028,€ 199.000,3 ,80,1 ,2
3029,€ 990.000,5 ,165,2 ,5
3030,€ 575.000,4 ,154,2 ,2
3031,€ 159.000,2 ,64,1 ,3
3032,€ 220.000,2 ,80,1 ,6
3033,€ 249.000,3 ,70,1 ,1
3034,€ 419.000,5 ,160,2 ,1
3035,€ 399.000,5 ,140,3 ,4
3036,€ 229.000,2 ,65,1 ,1
3037,€ 680.000,4 ,184,2 ,1
3038,€ 155.000,2 ,55,1 ,4
3039,€ 199.000,2 ,60,1 ,4
3040,€ 429.000,3 ,95,1 ,Ultimo
3041,€ 309.000,3 ,103,1 ,6
3042,€ 285.000,3 ,76,2 ,4
3043,€ 345.000,4 ,130,2 ,1
3044,€ 1.090.000,5+ ,257,2 ,Ultimo
3046,€ 99.000,2 ,57,1 ,2
3047,€ 480.000,4 ,130,2 ,1
3048,€ 335.000,5 ,140,2 ,2
3049,€ 375.000,3 ,72,2 ,2
3051,€ 280.000,4 ,125,2 ,1
3052,€ 585.000,3 ,115,2 ,8
3053,€ 550.000,4 ,110,2 ,3
3054,€ 320.000,3 ,170,2 ,Ultimo
3055,€ 339.000,3 ,90,1 ,7
3056,PREZZO SU RICHIESTA,3 ,97,2 ,Piano rialzato
3057,€ 119.000,2 ,45,1 ,2
3058,€ 298.000,2 ,76,1 ,Ultimo
3059,€ 175.000,3 ,88,2 ,Piano terra
3060,€ 380.000,5 ,131,2 ,1
3061,€ 695.000,4 ,120,2 ,Piano terra
3063,€ 270.000,2 ,61,1 ,1
3064,€ 320.000,3 ,90,2 ,3
3065,€ 285.000,3 ,100,2 ,1
3067,€ 220.000,2 ,83,2 ,Seminterrato
3068,€ 299.000,3 ,86,1 ,3
3069,€ 265.000,2 ,70,1 ,Ultimo
3070,€ 480.000,5 ,151,2 ,2
3071,€ 325.000,2 ,91,1 ,Piano terra
3072,€ 519.000,3 ,110,2 ,3
3073,€ 470.000,5 ,130,2 ,1
3074,€ 570.000,3 ,100,1 ,4
3075,€ 729.000,5+ ,160,3+ ,3
3076,€ 104.000,3 ,61,1 ,1
3077,€ 290.000,3 ,70,2 ,1
3078,€ 395.000,4 ,129,1 ,2
3079,€ 163.000,2 ,56,1 ,1
3080,€ 120.000,3 ,88,1 ,1
3081,€ 224.000,3 ,75,1 ,2
3082,€ 265.000,2 ,74,1 ,1
3083,€ 215.000,4 ,96,2 ,6
3084,€ 215.000,2 ,50,1 ,7
3085,€ 690.000,5+ ,170,2 ,4
3086,€ 670.000,5+ ,194,2 ,2
3087,€ 850.000,3 ,89,2 ,4
3089,€ 110.000,1 ,30,1 ,1
3090,€ 320.000,5 ,139,2 ,1
3091,€ 145.000,2 ,72,1 ,2
3092,€ 790.000,4 ,180,2 ,Ultimo
3093,€ 209.000,3 ,100,2 ,2
3096,€ 2.090.000,4 ,140,3 ,Ultimo
3097,€ 195.000,3 ,87,1 ,2
3098,€ 375.000,3 ,83,2 ,1
3099,€ 545.000,4 ,145,2 ,3
3100,€ 285.000,4 ,101,2 ,4
3101,€ 187.000,3 ,98,1 ,Ultimo
3102,€ 220.000,2 ,70,1 ,7
3103,€ 319.000,3 ,90,2 ,4
3105,€ 480.000,3 ,90,1 ,8
3107,€ 178.000,2 ,57,1 ,Piano terra
3108,€ 171.000,2 ,56,1 ,1
3109,€ 259.000,3 ,98,1 ,1
3112,€ 239.000,3 ,80,2 ,1
3113,€ 439.000,3 ,145,2 ,Piano rialzato
3114,€ 220.000,3 ,68,1 ,2
3115,€ 850.000,5+ ,235,3 ,2
3116,€ 595.000,5 ,143,2 ,4
3117,€ 279.000,2 ,74,1 ,6
3118,€ 280.000,3 ,112,1 ,1
3119,€ 115.000,2 ,50,1 ,1
3120,€ 519.000,5 ,170,2 ,Piano rialzato
3121,€ 2.300.000,4 ,210,3 ,2
3122,€ 520.000,4 ,140,2 ,Ultimo
3123,€ 265.000,2 ,60,1 ,1
3124,€ 179.000,2 ,53,1 ,Ultimo
3125,€ 395.000,5+ ,155,2 ,2
3126,€ 525.000,2 ,78,1 ,2
3127,€ 174.000,2 ,75,1 ,7
3128,€ 1.250.000,5+ ,250,3 ,Ultimo
3129,€ 410.000,3 ,102,2 ,1
3131,€ 319.000,3 ,100,1 ,Ultimo
3132,€ 110.000,2 ,65,1 ,Piano terra
3133,€ 155.000,4 ,75,1 ,Ultimo
3135,€ 375.000,3 ,80,1 ,2
3137,€ 920.000,5+ ,140,3 ,3
3138,€ 285.000,3 ,105,2 ,2
3139,€ 120.000,3 ,68,1 ,Piano rialzato
3140,€ 149.000,3 ,80,2 ,2
3141,€ 729.000,3 ,108,2 ,3
3142,€ 860.000,5+ ,193,2 ,1
3143,€ 275.000,3 ,85,1 ,8
3145,€ 285.000,4 ,95,1 ,4
3146,€ 158.000,3 ,90,2 ,2
3147,€ 159.000,4 ,78,1 ,1
3148,€ 249.000,2 ,90,1 ,Piano rialzato
3149,€ 215.000,3 ,75,1 ,3
3150,€ 209.000,4 ,115,1 ,1
3151,€ 465.000,5 ,171,2 ,Piano rialzato
3152,€ 1.180.000,5+ ,230,2 ,3
3153,€ 315.000,2 ,60,1 ,3
3155,€ 165.000,3 ,75,1 ,1
3156,€ 189.000,3 ,85,2 ,1
3157,€ 2.350.000,5 ,275,3 ,3
3158,€ 485.000,4 ,110,2 ,Ultimo
3160,€ 113.000,1 ,42,1 ,Piano terra
3161,€ 440.000,5 ,142,2 ,3
3162,€ 390.000,3 ,90,1 ,2
3163,€ 475.000,3 ,122,2 ,4
3164,€ 280.000,3 ,95,1 ,6
3165,€ 339.000,4 ,110,2 ,2
3166,€ 349.000,3 ,85,1 ,1
3167,€ 365.000,3 ,107,2 ,4
3168,€ 199.000,2 ,45,1 ,1
3169,€ 269.000,3 ,128,2 ,1
3170,€ 249.000,3 ,80,1 ,1
